gender,season,occasion,dress_type,product,shoes,accessory,color,fabric,budget
female,summer,walima,eastern,kurti + trouser,flats,necklace,silver,cotton,5885
male,spring,wedding,western,t shirt + joggers,loafers,watch,maroon,cotton,3337
female,winter,walima,western,hoodie + baggy jeans,sneakers,earrings,white,wool,9117
male,winter,mehndi,western,turtle neck + jeans,boots,cap + watch,orange,denim,6993
female,winter,walima,eastern,long frock + coat,khussa,earrings,silver,wool,3097
female,autumn,barat,eastern,kurti + trouser,flats,necklace + bracelet,maroon,linen,11267
female,autumn,barat,western,light jacket + top + jeans,sandals,necklace + handbag,maroon,linen,9277
female,spring,wedding,eastern,kurti + plazo,flats,bracelet,maroon,cotton,18675
female,spring,eid,eastern,kurti + plazo,khussa,necklace,pastel,chiffon,15742
female,autumn,walima,eastern,kurti + trouser,khussa,bracelet,white,linen,9610
male,spring,wedding,western,t shirt + joggers,loafers,watch + cap,maroon,cotton,14168
female,winter,casual,eastern,long frock + coat,sandals,earrings,orange,wool,19819
female,autumn,casual,eastern,kurti + trouser,flats,handbag,beige,linen,12220
female,winter,walima,eastern,kurta + shawl,khussa,earrings,white,leather,2496
male,winter,office,western,turtle neck + jeans,formal shoes,belt,black,leather,7811
male,spring,walima,eastern,kurta + pajama,peshawari chappal,watch,silver,chiffon,13821
female,summer,mehndi,eastern,long frock + tights,sandals,handbag,orange,cotton,18786
female,winter,wedding,western,turtle neck + coat,sandals,earrings + handbag,red,leather,18739
female,spring,christmas,eastern,kurti + plazo,sandals,earrings,red,cotton,9264
male,summer,walima,western,t shirt + shorts,loafers,cap,silver,lawn,15989
male,winter,mehndi,eastern,kurta + waistcoat,peshawari chappal,cap,yellow,denim,17725
male,spring,barat,eastern,kurta + pajama,khussa,watch,gold,cotton,18258
male,autumn,mehndi,eastern,kurta + waistcoat,khussa,cap,orange,linen,5570
female,autumn,office,eastern,kurti + trouser,flats,necklace,gold,linen,15913
male,autumn,walima,eastern,kurta + waistcoat,khussa,cap,silver,denim,3535
male,winter,eid,western,sweatshirt + joggers,boots,cap + belt,white,denim,14400
female,spring,barat,eastern,kurti + plazo,flats,earrings,maroon,cotton,3399
male,autumn,walima,eastern,kurta + waistcoat,khussa,watch + cap,silver,linen,8206
female,winter,office,eastern,kurta + shawl,khussa,handbag,gold,denim,16060
female,winter,casual,eastern,long frock + coat,flats,earrings,green,leather,10967
female,winter,walima,western,turtle neck + coat,boots,bracelet + necklace,white,leather,10284
male,spring,casual,western,blazer + jeans,sneakers,watch,maroon,chiffon,7013
female,autumn,barat,eastern,kurti + trouser,sandals,bracelet + handbag,maroon,linen,3710
female,spring,eid,eastern,kurti + plazo,flats,handbag,pastel,cotton,3158
male,summer,mehndi,eastern,kurta + pajama,peshawari chappal,belt,yellow,lawn,19339
male,spring,mehndi,eastern,kurta + pajama,khussa,belt,yellow,chiffon,17021
female,spring,casual,eastern,kurti + plazo,flats,earrings + necklace,gold,cotton,12551
male,winter,casual,eastern,shalwar kameez + shawl,peshawari chappal,belt,navy,wool,16834
male,summer,casual,eastern,shalwar kameez,peshawari chappal,belt,pink,cotton,4495
female,winter,office,western,hoodie + baggy jeans,heels,bracelet + necklace,green,wool,14638
female,spring,barat,western,top + jeans,boots,earrings,maroon,cotton,15284
female,summer,christmas,western,top + baggy jeans,sneakers,necklace,green,linen,3816
female,winter,eid,eastern,kurta + shawl,sandals,earrings,pastel,leather,8476
male,winter,christmas,western,hoodie + jeans,formal shoes,cap,green,leather,16459
female,summer,mehndi,western,t shirt + skirt,boots,handbag,green,lawn,12210
female,winter,mehndi,eastern,long frock + coat,flats,earrings,orange,denim,8001
male,autumn,office,eastern,kurta + waistcoat,khussa,belt,yellow,linen,12289
female,spring,office,western,dress shirt + pants,sandals,earrings,navy,chiffon,2535
male,spring,mehndi,western,blazer + jeans,sneakers,cap,yellow,chiffon,7422
male,spring,wedding,western,t shirt + joggers,boots,cap,maroon,chiffon,19869
male,autumn,office,eastern,kurta + waistcoat,peshawari chappal,belt + watch,purple,linen,4382
male,winter,casual,western,sweatshirt + joggers,formal shoes,cap,red,wool,6170
female,summer,walima,eastern,short frock + plazo,flats,handbag,white,lawn,13625
female,autumn,wedding,western,light jacket + top + jeans,sneakers,necklace,red,linen,12088
female,winter,mehndi,eastern,kurta + shawl,flats,earrings + bracelet,green,denim,17209
male,winter,wedding,western,hoodie + jeans,sneakers,belt + cap,gold,denim,6870
female,summer,office,western,t shirt + skirt,sandals,handbag,red,cotton,19168
male,summer,christmas,western,t shirt + jeans,formal shoes,watch,green,linen,12743
female,winter,office,eastern,long frock + coat,khussa,earrings,navy,wool,15701
male,autumn,wedding,western,shirt + jeans,sneakers,cap + belt,maroon,linen,15310
male,autumn,christmas,eastern,kurta + waistcoat,peshawari chappal,cap,green,linen,4181
female,summer,office,eastern,long frock + tights,khussa,earrings,blue,linen,16080
female,autumn,walima,western,light jacket + top + jeans,boots,necklace,white,denim,3916
female,summer,eid,eastern,long frock + tights,sandals,handbag,white,cotton,7516
male,spring,mehndi,western,dress shirt + chinos,sneakers,belt,yellow,chiffon,9312
male,summer,christmas,eastern,kurta + pajama,peshawari chappal,watch + cap,green,lawn,1357
female,spring,barat,western,dress shirt + pants,boots,handbag + necklace,red,chiffon,18692
male,autumn,office,eastern,kurta + waistcoat,peshawari chappal,cap,orange,denim,4048
female,autumn,barat,western,light jacket + top + jeans,sneakers,bracelet,maroon,denim,17484
female,summer,casual,western,t shirt + skirt,boots,necklace,orange,lawn,9117
female,summer,office,western,dress,sandals,bracelet + earrings,brown,lawn,12046
female,autumn,casual,eastern,kurti + trouser,flats,bracelet,pink,linen,10741
female,summer,mehndi,western,t shirt + skirt,boots,necklace + earrings,green,lawn,4398
female,summer,barat,western,t shirt + skirt,boots,necklace + handbag,red,cotton,8151
male,spring,wedding,western,dress shirt + chinos,loafers,cap + watch,gold,cotton,14144
male,winter,casual,western,hoodie + jeans,loafers,belt,navy,wool,14536
male,winter,mehndi,eastern,shalwar kameez + shawl,khussa,watch,yellow,wool,4218
male,spring,casual,eastern,kurta + pajama,khussa,cap + watch,brown,chiffon,11468
male,winter,barat,western,hoodie + jeans,formal shoes,watch,maroon,wool,15894
female,summer,christmas,western,top + baggy jeans,sandals,necklace,red,linen,6596
female,autumn,mehndi,eastern,kurti + trouser,sandals,handbag + earrings,orange,denim,16580
female,summer,christmas,eastern,long frock + tights,flats,earrings,red,cotton,9300
male,winter,mehndi,eastern,kurta + waistcoat,peshawari chappal,belt + watch,green,denim,13677
female,summer,christmas,western,t shirt + skirt,sandals,bracelet,red,linen,10599
male,winter,casual,eastern,shalwar kameez + shawl,peshawari chappal,cap + belt,maroon,wool,8140
male,summer,office,eastern,kurta + pajama,peshawari chappal,cap,silver,cotton,17613
female,autumn,casual,western,light jacket + top + jeans,sneakers,earrings,green,denim,10918
female,summer,walima,eastern,kurti + trouser,khussa,necklace,silver,lawn,16943
female,autumn,barat,western,light jacket + top + jeans,sandals,handbag + bracelet,gold,linen,19384
male,winter,barat,eastern,kurta + waistcoat,khussa,watch,gold,leather,12779
female,autumn,office,western,light jacket + top + jeans,boots,earrings + bracelet,red,denim,6487
female,spring,casual,eastern,kurti + plazo,khussa,handbag + earrings,orange,cotton,1476
male,autumn,eid,western,shirt + jeans,loafers,watch + belt,white,denim,3331
female,summer,office,eastern,short frock + plazo,flats,necklace + earrings,green,cotton,12741
male,summer,eid,eastern,kurta + pajama,khussa,watch + cap,white,linen,1388
female,autumn,christmas,eastern,kurti + trouser,khussa,necklace,green,denim,8078
female,winter,eid,eastern,long frock + coat,sandals,handbag,white,wool,9360
male,spring,casual,western,t shirt + joggers,boots,belt,pink,cotton,15214
male,spring,mehndi,western,dress shirt + chinos,formal shoes,watch,green,cotton,10598
female,summer,wedding,western,t shirt + skirt,heels,handbag + earrings,gold,linen,15389
male,summer,eid,western,hawaiian shirt + chinos,sneakers,cap,pastel,linen,10530
male,spring,casual,eastern,kurta + pajama,khussa,belt,red,cotton,5034
male,spring,christmas,eastern,kurta + pajama,khussa,cap,green,cotton,14413
female,spring,eid,western,dress shirt + pants,heels,handbag + bracelet,pastel,chiffon,8439
female,summer,barat,western,top + baggy jeans,sandals,bracelet + necklace,red,lawn,16958
female,autumn,office,western,light jacket + top + jeans,heels,bracelet,yellow,denim,19387
female,summer,barat,western,t shirt + skirt,sneakers,necklace + bracelet,maroon,cotton,11430
male,spring,wedding,western,dress shirt + chinos,formal shoes,belt,maroon,cotton,16800
female,spring,mehndi,western,top + jeans,sandals,necklace + bracelet,green,chiffon,14353
male,summer,wedding,western,t shirt + jeans,boots,cap,maroon,linen,3436
female,autumn,office,western,light jacket + top + jeans,sandals,earrings + necklace,orange,denim,10283
male,summer,barat,western,hawaiian shirt + chinos,formal shoes,watch + cap,maroon,lawn,5091
female,summer,casual,western,dress,heels,bracelet,orange,lawn,6690
male,summer,office,eastern,shalwar kameez,peshawari chappal,belt + watch,green,linen,11931
male,spring,mehndi,eastern,kurta + pajama,peshawari chappal,watch,yellow,chiffon,9044
male,summer,casual,eastern,kurta + pajama,peshawari chappal,cap + watch,green,linen,9567
female,autumn,barat,eastern,kurti + trouser,sandals,necklace + earrings,gold,denim,14899
female,spring,barat,western,top + jeans,boots,necklace,maroon,chiffon,11160
female,autumn,office,eastern,kurti + trouser,flats,bracelet,white,denim,5775
female,summer,office,eastern,short frock + plazo,khussa,bracelet,brown,lawn,19155
male,summer,eid,western,t shirt + shorts,loafers,belt + cap,white,lawn,5978
female,autumn,barat,western,light jacket + top + jeans,sneakers,necklace,red,denim,7802
male,autumn,wedding,eastern,kurta + waistcoat,peshawari chappal,belt,red,denim,18026
female,winter,mehndi,western,sweater + jeans,sandals,bracelet,yellow,wool,8077
male,spring,mehndi,eastern,kurta + pajama,khussa,cap,yellow,chiffon,17011
male,autumn,christmas,western,shirt + jeans,formal shoes,belt,red,linen,9000
male,summer,eid,western,t shirt + shorts,sneakers,watch + cap,pastel,linen,10705
female,spring,eid,eastern,kurti + plazo,sandals,bracelet,white,cotton,4009
female,spring,eid,western,dress shirt + pants,sandals,necklace,white,cotton,15726
male,summer,office,western,t shirt + jeans,sneakers,belt + watch,purple,lawn,2139
female,winter,christmas,western,hoodie + baggy jeans,heels,handbag,green,denim,1235
female,spring,office,western,top + jeans,sneakers,necklace + earrings,black,chiffon,16896
male,spring,wedding,eastern,kurta + pajama,peshawari chappal,watch + belt,gold,chiffon,2188
male,summer,mehndi,western,t shirt + shorts,sneakers,cap,yellow,cotton,10295
male,autumn,barat,eastern,kurta + waistcoat,khussa,belt,maroon,denim,1895
female,autumn,wedding,western,light jacket + top + jeans,heels,handbag + bracelet,red,denim,15231
male,summer,mehndi,eastern,kurta + pajama,peshawari chappal,cap + belt,green,linen,7732
male,summer,mehndi,eastern,kurta + pajama,peshawari chappal,cap + watch,orange,linen,5577
female,winter,walima,western,turtle neck + coat,boots,handbag,white,denim,1291
female,summer,wedding,eastern,short frock + plazo,flats,necklace,red,cotton,12659
male,winter,wedding,eastern,shalwar kameez + shawl,peshawari chappal,belt,red,denim,11926
male,summer,walima,eastern,shalwar kameez,peshawari chappal,watch + belt,silver,linen,13562
female,summer,mehndi,western,t shirt + skirt,sandals,handbag + earrings,yellow,lawn,16149
female,spring,christmas,western,dress shirt + pants,heels,earrings,red,chiffon,3318
female,winter,office,eastern,kurta + shawl,flats,earrings,black,wool,15213
female,winter,wedding,western,turtle neck + coat,heels,earrings,red,wool,1414
male,spring,wedding,western,t shirt + joggers,boots,watch,red,cotton,11123
male,summer,office,eastern,shalwar kameez,khussa,watch,yellow,linen,3470
male,summer,walima,western,t shirt + jeans,formal shoes,belt + cap,white,lawn,6341
male,winter,casual,eastern,kurta + waistcoat,khussa,watch,navy,leather,11829
male,spring,casual,western,t shirt + joggers,sneakers,watch,green,chiffon,6393
female,spring,office,western,dress shirt + pants,sneakers,bracelet + handbag,yellow,chiffon,1828
male,autumn,walima,eastern,kurta + waistcoat,khussa,cap,white,denim,3922
male,autumn,eid,eastern,kurta + waistcoat,peshawari chappal,watch,white,linen,13995
male,winter,wedding,eastern,shalwar kameez + shawl,peshawari chappal,belt,red,leather,2351
female,winter,barat,eastern,kurta + shawl,sandals,handbag,red,leather,4104
female,spring,barat,western,dress shirt + pants,boots,bracelet,gold,cotton,10789
female,winter,walima,western,sweater + jeans,sandals,necklace,white,wool,3693
female,autumn,office,eastern,kurti + trouser,sandals,necklace,silver,denim,11003
male,summer,mehndi,western,hawaiian shirt + chinos,formal shoes,watch,orange,cotton,18460
female,summer,wedding,eastern,kurti + trouser,flats,bracelet + handbag,gold,cotton,19285
female,autumn,walima,western,light jacket + top + jeans,boots,necklace,silver,denim,16289
male,summer,mehndi,western,hawaiian shirt + chinos,loafers,cap,green,lawn,10730
male,spring,christmas,eastern,kurta + pajama,peshawari chappal,belt + watch,green,chiffon,8957
female,spring,wedding,eastern,kurti + plazo,sandals,necklace + bracelet,gold,chiffon,6002
male,spring,eid,eastern,kurta + pajama,khussa,watch,pastel,chiffon,18012
male,autumn,christmas,eastern,kurta + waistcoat,khussa,watch,red,linen,4634
male,summer,barat,eastern,shalwar kameez,khussa,cap + belt,maroon,lawn,15200
male,spring,christmas,western,blazer + jeans,loafers,belt,green,chiffon,8054
female,autumn,eid,western,light jacket + top + jeans,sandals,necklace,pastel,linen,17444
male,winter,mehndi,eastern,kurta + waistcoat,peshawari chappal,watch,green,denim,8765
female,winter,barat,western,sweater + jeans,sneakers,earrings,maroon,denim,7482
male,spring,wedding,western,dress shirt + chinos,formal shoes,watch + belt,red,chiffon,1187
female,summer,casual,western,top + baggy jeans,heels,handbag,orange,linen,19202
female,autumn,christmas,western,light jacket + top + jeans,boots,necklace + bracelet,red,linen,11228
female,spring,barat,eastern,kurti + plazo,flats,necklace + handbag,red,cotton,4586
male,autumn,eid,western,light jacket + chinos,sneakers,belt + watch,white,denim,12705
male,winter,eid,western,hoodie + jeans,sneakers,cap,pastel,wool,8054
female,spring,casual,eastern,kurti + plazo,flats,earrings + handbag,pink,chiffon,1748
female,spring,walima,western,dress shirt + pants,sneakers,earrings + handbag,white,cotton,18957
male,winter,eid,eastern,shalwar kameez + shawl,peshawari chappal,belt + cap,pastel,wool,19018
male,spring,office,western,blazer + jeans,formal shoes,cap,blue,chiffon,17536
male,spring,mehndi,eastern,kurta + pajama,khussa,belt + watch,green,cotton,10115
female,summer,wedding,western,top + baggy jeans,sneakers,necklace + bracelet,red,lawn,7938
female,spring,mehndi,western,dress shirt + pants,sneakers,bracelet,orange,cotton,4208
female,autumn,casual,western,light jacket + top + jeans,heels,bracelet,yellow,denim,10350
female,autumn,barat,western,light jacket + top + jeans,heels,bracelet + handbag,gold,linen,5388
